pozo,fecha,horas,p_fondo,p_cabeza,t_cabeza,choke,dp_choke,oil
15/9-F-1 C,2014-04-22,24.0,289.42136166666666,107.36204979166666,37.93925125,43.34345125,78.93540895833333,631.47
15/9-F-1 C,2014-04-23,24.0,270.23979291666666,99.18701083333333,60.756579375,47.167523125,70.627109375,1166.46
15/9-F-1 C,2014-04-24,24.0,262.8427475,94.60077020833333,63.046799791666665,47.73231020833333,66.049150625,1549.81
15/9-F-1 C,2014-04-25,24.0,255.52699520833335,89.98809208333333,64.54722916666667,48.53376875,61.40538625,1248.7
15/9-F-1 C,2014-04-26,24.0,247.19905208333333,84.77681041666666,65.72369375,49.844502291666664,56.14790645833333,1345.78
15/9-F-1 C,2014-04-27,24.0,240.736416875,80.83739708333333,66.93373229166667,50.296981875,52.20174708333333,1349.56
15/9-F-1 C,2014-04-28,24.0,235.02093145833334,77.33771145833333,67.84834791666667,50.735878541666665,48.707583541666665,1345.61
15/9-F-1 C,2014-04-29,24.0,232.74371041666666,75.94881729166667,65.70691916666667,50.11391979166667,47.375714583333334,1279.46
15/9-F-1 C,2014-04-30,24.0,233.29777791666666,76.11839291666666,62.795643958333336,48.92679020833334,47.61060354166667,1225.62
15/9-F-1 C,2014-05-01,24.0,231.0888975,74.68991979166667,62.376834375,48.93862895833333,46.195843333333336,1212.9
15/9-F-1 C,2014-05-02,24.0,231.41900520833335,74.72876729166667,60.747315625,48.303704583333335,46.15029979166667,1074.04
15/9-F-1 C,2014-05-03,24.0,230.76554520833332,74.15957854166666,60.627934375,48.17349875,45.73272291666667,1044.17
15/9-F-1 C,2014-05-04,24.0,230.595831875,73.9082275,58.279021666666665,47.466087916666666,45.491345,970.2
15/9-F-1 C,2014-05-05,24.0,229.423676875,72.99441395833334,54.9047225,47.84001958333333,44.54851,946.12
15/9-F-1 C,2014-05-06,24.0,225.9024775,70.95161729166666,58.882811458333336,49.00558229166667,42.44995395833333,1002.83
15/9-F-1 C,2014-05-07,24.0,225.76834875,70.70981291666666,57.42564229166667,47.920399583333335,42.048938541666665,925.31
15/9-F-1 C,2014-05-08,24.0,225.68692270833333,70.54502041666667,57.655958125,47.296947708333335,41.15918895833333,913.86
15/9-F-1 C,2014-05-09,13.83334,227.79783849312602,70.94562144444508,55.95530239297234,29.13358708333333,41.74523020964568,176.8
15/9-F-1 C,2014-05-10,24.0,226.06091479166668,70.89594333333334,57.37377854166667,48.13438479166667,41.90457979166667,944.19
15/9-F-1 C,2014-05-11,24.0,225.09668541666667,69.93506666666667,58.024333541666664,47.49388729166667,41.48348958333333,823.41
15/9-F-1 C,2014-05-12,24.0,226.02269270833332,70.226186875,56.88541625,46.93359,41.80654479166667,769.01
15/9-F-1 C,2014-05-13,24.0,226.90499510638298,70.32822791666666,54.25530875,46.335198958333336,41.925575,740.8
15/9-F-1 C,2014-05-14,24.0,225.57624978723405,69.37248208333334,54.99535708333333,45.162089583333334,40.98107625,713.24
15/9-F-1 C,2014-05-15,24.0,225.89259895833334,69.06695770833333,48.59812458333333,46.31644395833333,40.65059895833333,743.83
15/9-F-1 C,2014-05-16,24.0,225.70079787234042,68.59285395833334,48.37775479166667,46.34614208333333,40.13814,736.09
15/9-F-1 C,2014-05-17,24.0,223.60251041666666,67.25610604166667,53.92077354166667,47.08721125,38.839852083333334,782.88
15/9-F-1 C,2014-05-18,24.0,220.10196229166667,65.40686104166667,53.83151333333333,47.769806875,36.990086875,834.68
15/9-F-1 C,2014-05-19,24.0,220.49043893617022,65.314335625,55.75360791666667,47.13594875,36.90605083333333,788.8
15/9-F-1 C,2014-05-20,24.0,220.153866875,64.91635645833334,55.628124375,47.14246875,36.50938479166667,783.06
15/9-F-1 C,2014-05-21,24.0,220.06589395833333,64.69131166666666,52.236396666666664,46.524590833333335,36.280858125,743.77
15/9-F-1 C,2014-05-22,24.0,219.982621875,64.43586354166666,53.66113229166667,46.2889975,36.01890375,735.41
15/9-F-1 C,2014-05-23,24.0,219.86292604166667,64.29085166666667,49.05298020833333,46.284226875,35.873076875,742.89
15/9-F-1 C,2014-05-24,24.0,219.922990625,64.17025208333334,54.6906875,46.24215791666666,35.750709791666665,746.54
15/9-F-1 C,2014-05-25,24.0,219.9771025,64.07265833333334,55.231164375,46.261677291666665,35.671312916666665,750.57
15/9-F-1 C,2014-05-26,24.0,219.97377531914893,63.930380625,55.102527916666666,46.26510666666667,35.528916875,727.26
15/9-F-1 C,2014-05-27,24.0,219.98047520833333,63.737214375,55.311219375,46.226333333333336,35.33483833333333,715.5
15/9-F-1 C,2014-05-28,24.0,219.26666729166666,63.551091875,55.508233125,46.215003125,35.155495208333335,695.01
15/9-F-1 C,2014-05-29,24.0,220.00718041666667,63.4577175,56.170836875,46.21505770833333,35.05228625,698.77
15/9-F-1 C,2014-05-30,24.0,220.00026020833334,63.33529479166667,55.851693125,46.231572291666666,34.923878333333334,704.08
15/9-F-1 C,2014-05-31,24.0,219.99351354166666,63.21002645833333,55.59603083333333,46.2074025,34.79286458333333,715.93
15/9-F-1 C,2014-06-01,24.0,220.00573708333334,63.14162458333333,55.963499375,46.264785,34.72635520833333,724.21
15/9-F-1 C,2014-06-02,22.0,221.3284255119818,63.79010373773182,50.77397000734091,41.71340020833333,35.35194577638182,459.83
15/9-F-1 C,2014-06-03,24.0,220.24048708333333,62.372643333333336,53.04666854166667,46.19318770833333,33.94682958333333,715.1
15/9-F-1 C,2014-06-04,24.0,221.267634375,61.81656916666667,53.73631604166667,46.157305208333334,33.38708375,706.8
15/9-F-1 C,2014-06-05,24.0,221.044650195642,62.286427120012185,54.244612314888435,47.04156520833333,33.84168292885635,677.29
15/9-F-1 C,2014-06-06,24.0,220.74979458333334,63.07556916666667,56.53423395833333,47.202699375,34.64576291666667,690.38
15/9-F-1 C,2014-06-07,24.0,220.64014083333333,63.36183604166666,56.61542145833333,47.19410729166667,34.93372958333333,694.3
15/9-F-1 C,2014-06-08,24.0,220.50405041666667,63.319456875,52.051159375,47.152024375,34.891520625,690.7
15/9-F-1 C,2014-06-09,19.5,221.45051448717948,62.337274987179484,53.55922412820513,38.978911458333336,34.670299666666665,238.45
15/9-F-1 C,2014-06-10,24.0,220.85169229166667,62.777190833333336,54.486153333333334,46.512532291666666,34.351681875,647.11
15/9-F-1 C,2014-06-11,24.0,218.41471229166666,61.72954854166667,54.295347291666666,47.815207916666665,33.31382708333334,745.92
15/9-F-1 C,2014-06-12,24.0,215.49685895833332,59.93764375,61.561027083333336,48.72777375,31.529283333333332,804.85
15/9-F-1 C,2014-06-13,24.0,214.823228125,60.13807020833333,62.32717875,48.263916875,31.739437916666667,818.89
15/9-F-1 C,2014-06-14,24.0,215.83254083333333,60.234755416666665,59.584406875,48.00591375,31.83577875,781.21
15/9-F-1 C,2014-06-15,24.0,214.877320625,59.91961229166667,60.77416125,48.04032458333333,31.544266458333333,786.16
15/9-F-1 C,2014-06-16,24.0,215.38082170212766,60.04771645833333,59.444948125,47.74037104166667,31.67064,757.43
15/9-F-1 C,2014-06-17,24.0,216.11873333333332,60.14030854166667,58.607166666666664,47.62397166666667,31.763173958333333,726.5
15/9-F-1 C,2014-06-18,24.0,215.98383375,59.78683708333333,58.66236833333333,47.639864583333335,31.399544375,723.96
15/9-F-1 C,2014-06-19,24.0,215.818061875,59.43962104166667,57.54992875,47.60717375,31.0531575,715.28
15/9-F-1 C,2014-06-20,24.0,215.57881625,59.09063458333333,58.445866875,47.585172916666664,30.703629375,710.62
15/9-F-1 C,2014-06-21,24.0,215.30386958333332,58.70459625,58.70271770833333,47.61119583333333,30.313028125,708.04
15/9-F-1 C,2014-06-22,24.0,214.949325,58.235847291666666,58.418325833333334,47.619820833333335,29.846284166666667,702.73
15/9-F-1 C,2014-06-23,24.0,214.85795,57.464308125,57.882807291666666,47.659732291666664,28.779579375,695.74
15/9-F-1 C,2014-06-24,24.0,214.89729020833335,56.90795,57.349905416666665,47.6279225,28.519126875,658.27
15/9-F-1 C,2014-06-25,24.0,214.82190723404256,56.875344375,58.00721583333333,46.567545,28.4768975,576.35
15/9-F-1 C,2014-06-26,16.58333,219.55899298132522,60.97781653589478,49.15179838775445,44.0,35.122920913290635,369.83
15/9-F-1 C,2014-06-27,23.83333,217.25173717366394,54.46231940427964,50.51060779353536,44.37510354166667,26.031601158835127,418.45
15/9-F-1 C,2014-06-28,24.0,215.09275833333334,54.3268075,55.68809958333333,47.05341229166667,25.902731458333335,588.96
15/9-F-1 C,2014-06-29,24.0,215.258875,55.062044791666665,55.970378125,46.83165625,26.645965416666666,571.88
15/9-F-1 C,2014-06-30,24.0,215.35081520833333,55.139315,56.00588,45.827834583333335,26.72682125,512.52
15/9-F-1 C,2014-07-01,24.0,215.38468833333334,54.9674425,56.254037708333335,46.78695666666667,26.55513,563.26
15/9-F-1 C,2014-07-02,24.0,215.40707854166666,54.80831166666667,51.65249875,46.799730833333335,26.38999625,564.26
15/9-F-1 C,2014-07-03,24.0,215.33240229166665,54.550615625,50.82098125,46.80368645833333,26.13235,565.09
15/9-F-1 C,2014-07-04,24.0,215.21147125,54.11080916666667,51.418441875,46.84702458333334,25.676259166666668,563.73
15/9-F-1 C,2014-07-05,24.0,215.11890875,53.63483875,54.23162875,46.85599229166667,25.20113875,563.46
15/9-F-1 C,2014-07-06,24.0,215.0673625,53.094386666666665,56.63623354166667,46.8647225,24.65926375,563.38
15/9-F-1 C,2014-07-08,24.0,215.047056875,52.02405770833333,57.485014791666664,46.803720416666664,23.586095833333335,523.33
15/9-F-1 C,2014-07-09,24.0,215.13584104166668,51.24675375,56.122917916666665,46.80707625,22.798340208333332,521.97
15/9-F-1 C,2014-07-10,24.0,215.165233125,50.932311875,57.48888791666667,46.79164125,22.479929791666667,490.49
15/9-F-1 C,2014-07-11,24.0,215.18770520833334,50.49188229166667,56.119412708333336,46.78772979166666,22.037508541666668,491.71
15/9-F-1 C,2014-07-12,24.0,215.46357625,49.536159166666664,56.63337875,46.859409791666664,21.080241666666666,488.44
15/9-F-1 C,2014-07-13,24.0,215.75903729166666,49.01593,57.20372041666667,46.800471875,20.539875208333335,481.59
15/9-F-1 C,2014-07-14,24.0,215.97684375,48.56513666666667,56.77503229166667,47.002657291666665,20.10156125,492.02
15/9-F-1 C,2014-07-15,24.0,215.05076083333333,48.862171875,56.39544583333333,47.88535770833333,20.379876875,476.08
15/9-F-1 C,2014-07-16,24.0,214.82744666666667,48.48554020833333,56.41817270833333,47.76055458333333,20.016264791666668,466.34
15/9-F-1 C,2014-07-17,24.0,214.76105791666666,48.17623208333333,55.02667833333334,47.713503958333334,19.70736875,463.64
15/9-F-1 C,2014-07-18,24.0,214.92327895833333,47.44909666666667,58.93711104166667,47.695167291666664,19.009266458333332,459.37
15/9-F-1 C,2014-07-19,24.0,215.03451333333334,47.395820416666666,58.306706875,47.686235,18.922445833333335,458.09
15/9-F-1 C,2014-07-20,22.41666,216.04491832856903,47.217840703686456,55.548099895086956,43.933952291666664,18.539169488871224,290.87
15/9-F-1 C,2014-07-21,24.0,215.11191583333334,44.812187916666666,56.696215625,47.97656,16.28781875,487.33
15/9-F-1 C,2014-07-22,24.0,215.06211645833332,46.346147916666666,58.75582166666667,47.700909583333335,17.86825,468.63
15/9-F-1 C,2014-07-23,24.0,215.20504229166667,46.157196875,58.98481395833333,47.718328541666665,17.68069,465.25
15/9-F-1 C,2014-07-24,24.0,215.37842395833334,46.097409166666665,59.719150625,47.633364791666665,17.614390208333333,466.58
15/9-F-1 C,2014-07-25,24.0,215.5264675,45.75552104166667,59.46733520833333,47.65598479166667,17.268634791666667,464.22
15/9-F-1 C,2014-07-26,24.0,215.61353270833334,45.501282708333335,60.03879375,47.609579583333336,17.04690666666667,458.9
15/9-F-1 C,2014-07-27,24.0,215.84410458333332,44.88680625,58.891433125,47.59103270833333,16.437135625,460.83
15/9-F-1 C,2014-07-28,24.0,216.08671333333334,44.641699583333335,59.25229625,47.60245354166667,16.195364583333333,457.95
15/9-F-1 C,2014-07-29,24.0,215.96572375,44.59827166666667,56.663951875,48.1316,16.150985208333335,481.51
15/9-F-1 C,2014-07-30,24.0,214.62624645833333,44.99019104166667,57.164944375,48.716769166666666,16.521602291666667,489.43
15/9-F-1 C,2014-07-31,24.0,215.092216875,43.24742770833333,58.959274791666665,48.717893125,14.724694583333333,375.93
15/9-F-1 C,2014-08-01,24.0,215.02680083333334,43.6712675,59.04387666666667,48.721320625,15.149589375,378.38
15/9-F-1 C,2014-08-02,24.0,215.15461583333334,43.13898666666667,58.062896875,48.704525,14.60492125,379.41
15/9-F-1 C,2014-08-03,24.0,215.1299525,43.25109041666666,57.608462083333336,48.69856083333333,14.743590625,377.42
15/9-F-1 C,2014-08-04,24.0,212.89510270833333,44.03643854166667,56.58262104166667,49.53813770833333,15.51763875,417.98
15/9-F-1 C,2014-08-05,24.0,210.16669395833333,43.408904791666664,63.582511875,49.63278125,14.91257,507.75
15/9-F-1 C,2014-08-06,24.0,209.822861875,42.61730125,62.68489354166667,49.59429395833333,14.107544791666667,469.73
15/9-F-1 C,2014-08-07,24.0,210.09380645833335,41.050804166666666,60.702031875,50.194875,12.535359375,521.26
15/9-F-1 C,2014-08-08,24.0,210.18405208333334,40.36543875,62.56045770833333,50.21089125,11.8383425,518.32
15/9-F-1 C,2014-08-09,24.0,210.54521979166665,40.14814833333333,58.139879791666665,49.946295416666665,11.605805625,493.37
15/9-F-1 C,2014-08-10,24.0,210.63094708333333,39.772529166666665,56.230880416666665,50.239226875,11.218987291666666,509.21
15/9-F-1 C,2014-08-11,24.0,213.44830479166666,37.34997957446809,50.72395541666667,49.43711270833333,8.751239157801418,351.8
15/9-F-1 C,2014-08-12,24.0,215.50558666666666,37.094038958333336,44.267469375,48.82824395833333,8.481566666666666,287.03
15/9-F-1 C,2014-08-13,24.0,215.89499104166666,37.89155854166667,50.890079166666666,48.57821125,9.290505625,278.58
15/9-F-1 C,2014-08-14,24.0,215.85510708333334,38.83245041666667,56.830907708333335,48.498236041666665,10.254388958333333,297.19
15/9-F-1 C,2014-08-15,24.0,215.776775,39.54335875,57.329050625,48.471804375,10.978174166666667,297.33
15/9-F-1 C,2014-08-16,24.0,216.00179125,39.36643,52.84613395833333,48.479274583333336,10.795766458333333,296.2
15/9-F-1 C,2014-08-17,24.0,216.01608520833332,39.83862895833333,53.757828125,48.47285604166667,11.25882875,296.12
15/9-F-1 C,2014-08-18,24.0,216.08165916666667,40.001255625,57.06408604166667,48.446861041666665,11.42737125,293.35
15/9-F-1 C,2014-09-03,19.16667,248.0242617393423,42.18986392163584,46.48999862665763,40.66990729166667,13.35192774208561,103.77
15/9-F-1 C,2014-09-04,24.0,237.28709895833333,28.487367916666667,53.783462291666666,61.08915979166667,2.371129375,290.3
15/9-F-1 C,2014-09-05,24.0,223.51004,38.92032458333333,66.291793125,53.051124791666666,10.308105625,427.63
15/9-F-1 C,2014-09-06,24.0,225.25121020833333,43.66370895833333,64.88764104166667,49.88744208333333,15.083549583333333,422.69
15/9-F-1 C,2014-09-07,24.0,225.93842604166667,44.936751666666666,60.685872708333335,49.63412854166667,16.367745833333334,412.14
15/9-F-1 C,2014-09-08,24.0,224.92908854166666,45.348657083333336,62.909975625,49.466828125,16.791042291666667,410.96
15/9-F-1 C,2014-09-09,24.0,224.67618208333334,45.539445416666666,61.99288875,49.47163729166667,16.99311625,409.11
15/9-F-1 C,2014-09-10,24.0,224.65433291666668,45.438306875,62.49474020833333,48.697325,16.897661666666668,389.68
15/9-F-1 C,2014-09-11,24.0,225.9611525,45.062665625,57.542660625,48.65349166666667,16.515696458333334,380.29
15/9-F-1 C,2014-09-12,24.0,225.60941645833333,44.882038125,56.71266479166667,48.61656083333333,16.341968125,391.22
15/9-F-1 C,2014-09-13,24.0,225.299678125,44.501880416666665,58.730591875,48.64684104166667,15.958547916666667,391.65
15/9-F-1 C,2014-09-14,24.0,225.14861,43.957064583333334,60.817141041666666,48.62197604166667,15.41355625,384.47
15/9-F-1 C,2014-09-15,24.0,224.942829375,43.646790833333334,59.244742083333335,48.62278125,15.093220416666666,342.35
15/9-F-1 C,2014-09-16,24.0,224.80511,43.29182291666667,58.169179375,48.6273175,14.624452708333333,338.88
15/9-F-1 C,2014-09-17,24.0,224.62491770833333,42.91076541666666,58.46444770833333,48.64232,14.3231175,344.5
15/9-F-1 C,2014-09-18,24.0,224.54902,42.576925208333336,58.85833708333333,48.644703125,14.005613541666667,333.55
15/9-F-1 C,2014-09-19,24.0,224.5589059574468,42.257263829787234,59.272996382978725,48.6,13.685098510638298,329.6
15/9-F-1 C,2014-09-20,24.0,221.86346729166667,42.376025416666664,60.52504666666667,49.14886479166667,13.811587083333333,358.2
15/9-F-1 C,2014-09-21,24.0,219.55453791666667,41.88552416666667,61.65104125,49.4,13.336862890070922,377.72
15/9-F-1 C,2014-09-22,24.0,219.88835659574468,41.43588382978724,61.076911276595744,49.3,12.880312765957447,356.65
15/9-F-1 C,2014-09-23,24.0,219.71536958333334,41.07188958333333,58.68430625,49.18709416666667,12.504548333333334,354.31
15/9-F-1 C,2014-09-24,24.0,219.83302125,40.456788125,58.96465583333333,49.163099375,11.879364791666667,338.53
15/9-F-1 C,2014-09-25,24.0,220.00881416666667,40.010891666666666,55.704954375,49.129502708333334,11.420707291666666,324.9
15/9-F-1 C,2014-09-26,24.0,219.96705833333334,39.773261875,54.60610020833333,49.138491875,11.186131041666666,324.95
15/9-F-1 C,2014-09-27,24.0,219.89681291666668,39.668035625,53.283423125,49.132468125,11.087791041666666,322.07
15/9-F-1 C,2014-09-28,23.09167,220.042380738119,39.37429438609681,53.80521403297813,49.013996041666665,10.846289529904073,308.31
15/9-F-1 C,2014-10-01,24.0,226.03247879835865,8.075693030036353,52.412518176682546,53.67234583333333,2.636929043276557,55.2
15/9-F-1 C,2014-10-02,24.0,211.872953125,30.894173541666667,58.72326041666667,58.427841666666666,4.5078120833333335,199.07
15/9-F-1 C,2014-10-03,24.0,221.13489208333334,34.99899645833333,51.46098083333333,51.874701458333334,5.624685625,275.22
15/9-F-1 C,2014-10-04,24.0,219.880265,36.711675416666665,57.5794,50.89765583333333,8.099011041666667,287.64
15/9-F-1 C,2014-10-05,24.0,219.47436208333335,37.62358666666667,57.280016458333336,50.54632395833333,8.980132083333332,323.18
15/9-F-1 C,2014-10-06,24.0,220.90165854166668,37.86034958333333,57.764673125,50.20831770833333,9.253898541666667,315.32
15/9-F-1 C,2014-10-07,24.0,220.65349854166666,38.21641854166667,55.11826375,50.43001520833333,9.604592916666666,322.31
15/9-F-1 C,2014-10-08,24.0,220.66882520833335,38.283614166666666,53.30245854166667,50.49317979166667,9.666686875,320.34
15/9-F-1 C,2014-10-09,24.0,220.46748604166666,38.328926875,53.200375,50.453150625,9.703415833333333,325.92
15/9-F-1 C,2014-10-10,24.0,220.17773166666666,38.3794625,53.766379791666665,50.409700208333334,9.76957,329.2
15/9-F-1 C,2014-10-11,24.0,220.15625645833333,38.22496541666667,52.71461229166667,50.3959,9.624984375,325.01
15/9-F-1 C,2014-10-12,24.0,220.145434375,38.078522916666664,56.232058333333335,50.377678958333334,9.478541041666666,323.37
15/9-F-1 C,2014-10-13,24.0,220.325186875,37.81287375,60.76198041666667,50.36086604166667,9.214866458333333,320.68
15/9-F-1 C,2014-10-14,24.0,220.43913479166667,37.649389375,60.44961020833333,50.363024375,9.04979875,320.41
15/9-F-1 C,2014-10-15,24.0,220.219323125,37.66600770833333,60.61770416666667,50.467119375,9.063642708333333,322.67
15/9-F-1 C,2014-10-16,24.0,220.01191833333334,37.58440145833333,59.252352083333335,50.563285416666666,8.978537708333333,322.4
15/9-F-1 C,2014-10-17,24.0,220.21267729166667,37.360508125,59.51860270833333,50.558733958333335,8.755220833333333,321.25
15/9-F-1 C,2014-10-18,24.0,220.225365625,37.31574208333333,54.29432395833334,50.47798458333333,8.70129375,321.22
15/9-F-1 C,2014-10-19,24.0,220.22303854166665,37.132584791666666,50.16953375,50.519794583333336,8.507578125,323.37
15/9-F-1 C,2014-10-20,24.0,220.72144604166667,36.358173541666666,56.08667270833333,50.863903125,7.728787916666667,326.54
15/9-F-1 C,2014-10-21,24.0,220.41199520833334,36.820099791666664,55.688217083333335,50.91154375,8.182811666666666,316.21
15/9-F-1 C,2014-10-22,24.0,220.62353770833334,36.67911854166667,55.688135625,50.849293333333335,8.0593325,314.23
15/9-F-1 C,2014-10-23,24.0,220.617973125,36.73017479166667,49.98769,50.818976875,8.109852916666666,313.92
15/9-F-1 C,2014-10-24,24.0,220.74459979166667,36.65016979166667,50.370228125,50.7731125,8.026845416666667,314.24
15/9-F-1 C,2014-10-25,24.0,220.862453125,36.589102708333336,48.383965833333335,50.78375583333333,7.958775416666667,317.47
15/9-F-1 C,2014-10-26,25.0,220.9579696,36.5542746,47.2878134,50.8003956,7.917633,333.14
15/9-F-1 C,2014-10-27,24.0,219.96368895833334,36.99674916666667,53.30348125,50.77880020833334,8.444459791666667,318.2
15/9-F-1 C,2014-10-28,24.0,219.961045625,36.6657925,53.39363645833333,50.498065,8.208829583333333,315.14
15/9-F-1 C,2014-10-29,24.0,220.717868125,36.076641458333334,59.315310833333335,50.498615,7.609122916666666,304.36
15/9-F-1 C,2014-10-30,24.0,221.11960354166666,35.86772104166667,57.79628208333333,51.03952375,7.245215833333333,318.25
15/9-F-1 C,2014-10-31,24.0,219.49491854166666,36.84164666666667,58.456375,51.309790625,8.233908958333334,322.58
15/9-F-1 C,2014-11-01,24.0,219.78469291666667,36.455245833333336,51.983535208333336,50.91824458333333,7.83321,316.54
15/9-F-1 C,2014-11-02,24.0,220.06557541666666,36.225446041666665,50.97238791666667,50.90593520833333,7.587975833333333,321.29
15/9-F-1 C,2014-11-03,24.0,220.343435,36.028048958333336,54.662125625,50.93084979166667,7.379769166666667,295.17
15/9-F-1 C,2014-11-04,24.0,220.48659291666667,35.89212625,58.737827708333334,50.89229104166667,7.242466041666667,290.68
15/9-F-1 C,2014-11-05,24.0,221.7877875,35.09647916666667,58.07886,51.13204354166667,6.445585833333333,288.26
15/9-F-1 C,2014-11-06,24.0,221.68578833333333,35.14191,54.915096875,51.639753125,6.485084583333333,292.13
15/9-F-1 C,2014-11-07,24.0,220.0106675,36.483047291666665,56.35628729166667,50.84322375,7.915645416666667,293.13
15/9-F-1 C,2014-11-08,24.0,219.9932525,36.275895625,53.551376041666664,50.808165,7.820728125,292.29
15/9-F-1 C,2014-11-09,24.0,220.47929020833334,35.80965375,53.34118770833334,50.800791875,7.389779375,289.93
15/9-F-1 C,2014-11-10,24.0,222.46633104166668,34.389555,54.08902208333333,51.7,5.83816,283.28
15/9-F-1 C,2014-11-11,24.0,219.97932229166668,36.491105625,60.33769125,51.69625333333333,8.044379166666667,294.55
15/9-F-1 C,2014-11-12,24.0,219.18383979166666,36.444206875,59.226929166666665,51.636312708333335,7.996720625,295.28
15/9-F-1 C,2014-11-13,24.0,220.275471875,35.392303541666664,58.757314375,51.605346041666664,6.95453125,290.93
15/9-F-1 C,2014-11-14,24.0,220.87930020833332,35.2291275,58.249173125,51.584399166666664,6.792428125,290.46
15/9-F-1 C,2014-11-15,24.0,220.069,35.660077916666665,57.9962925,51.596816458333336,7.220033333333333,293.48
15/9-F-1 C,2014-11-16,24.0,221.1359375,34.784638125,56.50145729166667,52.04162958333333,6.347044375,292.77
15/9-F-1 C,2014-11-17,24.0,222.14570520833334,33.843765833333336,56.003974791666664,52.620324583333336,5.412362708333333,293.11
15/9-F-1 C,2014-11-18,24.0,220.41177291666668,36.082411666666665,59.360974166666665,50.949218125,7.655098541666667,289.07
15/9-F-1 C,2014-11-19,24.0,221.50414625,35.323055625,58.972145625,50.93181270833333,6.8958575,281.74
15/9-F-1 C,2014-11-20,24.0,219.99979645833332,36.43840333333333,60.767264583333336,50.943275416666665,8.0168975,285.32
15/9-F-1 C,2014-11-21,24.0,220.1007775,35.987706458333335,59.958914166666666,50.92782416666667,7.5717372916666665,283.6
15/9-F-1 C,2014-11-22,24.0,219.91921979166668,35.934486666666665,57.6117225,50.927135,7.506506666666667,283.17
15/9-F-1 C,2014-11-23,24.0,221.05652125,34.64870125,56.576238125,50.846758333333334,6.221974375,272.89
15/9-F-1 C,2014-11-30,12.0,247.3583,38.62219,34.16762,35.116491458333336,32.53673,1.26
15/9-F-1 C,2014-12-01,13.5,255.41031,6.5447,20.87301,56.644213541666666,2.25817,120.29
15/9-F-1 C,2015-01-01,9.5,298.43558686698935,106.02697880017651,21.33712516827586,44.0,77.94737669091299,94.01
15/9-F-1 C,2015-01-02,24.0,292.150093125,100.26371416666667,45.620785,45.9521175,71.457408125,790.87
15/9-F-1 C,2015-01-03,24.0,279.98879791666667,95.43894958333334,60.845041458333334,47.7989475,66.33670625,916.81
15/9-F-1 C,2015-01-04,24.0,271.29845458333335,86.58878541666667,57.43637604166667,47.710102291666665,57.67066666666667,788.73
15/9-F-1 C,2015-01-05,24.0,265.07030979166666,81.6939225,56.25419291666667,47.867310208333336,52.70205020833333,790.15
15/9-F-1 C,2015-01-06,24.0,258.82713041666665,76.08360583333334,59.488347708333336,47.972498333333334,47.361429791666666,783.85
15/9-F-1 C,2015-01-07,24.0,254.71381,70.75136479166666,53.00238541666667,47.375647083333334,42.01268145833333,574.29
15/9-F-1 C,2015-01-08,24.0,251.04313458333334,68.582620625,54.207865,48.11144854166667,39.63654875,626.39
15/9-F-1 C,2015-01-09,17.66667,247.7236247272576,58.985048642641765,48.257347230123166,36.354937291666666,31.618758945081332,355.75
15/9-F-1 C,2015-01-10,20.66666,244.41230114912133,65.23384800552678,54.088435711014746,40.78884583333333,38.018621974924834,422.91
15/9-F-1 C,2015-01-11,24.0,243.64955916666668,59.702695625,54.041505,47.8685125,30.227684375,486.97
15/9-F-1 C,2015-01-12,24.0,239.9133425,62.169784375,53.399187291666664,49.043021458333335,32.877976458333336,597.29
15/9-F-1 C,2015-01-13,24.0,234.20577833333334,59.51008875,56.320275208333335,50.15571125,30.120650833333332,610.33
15/9-F-1 C,2015-01-14,24.0,230.07398625,41.92549833333333,43.697996875,55.80191166666667,17.7839125,580.74
15/9-F-1 C,2015-01-15,24.0,230.81113541666667,45.859454375,53.74761854166667,50.53954125,23.545735208333333,461.02
